School Year,BEDS Code,School Name,Grade Organization,District Name,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2009-2010,331800011629,Cultural Academy For The Arts And Sciences,Senior High,New York City Geographic District #18,New York City,Public,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,8
2009-2010,331800011633,High School For Medical Professions,Senior High,New York City Geographic District #18,New York City,Public,233,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19
2009-2010,331800011635,Olympus Academy,Senior High,New York City Geographic District #18,New York City,Public,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5
2009-2010,331800011637,Academy For Conservation And The Environment,Senior High,New York City Geographic District #18,New York City,Public,130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,1,2,3,0,8
2009-2010,331800011642,Urban Action Academy,Senior High,New York City Geographic District #18,New York City,Public,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
2009-2010,331800011673,East Brooklyn Community High School,Senior High,New York City Geographic District #18,New York City,Public,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3
2009-2010,331900010007,Ps 7 Abraham Lincoln,Elementary,New York City Geographic District #19,New York City,Public,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2009-2010,331900010013,Ps 13 Roberto Clemente,Elementary,New York City Geographic District #19,New York City,Public,566,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,331900010065,Ps 65,Elementary,New York City Geographic District #19,New York City,Public,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,331900010072,Ps/Is 72 Annette P Goldman,Middle School,New York City Geographic District #19,New York City,Public,362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,20,1,4,0,0,0,2,0,1,0,3,0,0,0,3,2,0,16
2009-2010,331900010089,Ps 89 Cypress Hills,Elementary,New York City Geographic District #19,New York City,Public,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2009-2010,331900010108,Ps 108 Sal Abbracciamento,Elementary,New York City Geographic District #19,New York City,Public,962,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,4,0,21,1,2,0,0,0,4,0,1,0,0,0,0,0,2,0,0,1
2009-2010,331900010149,Ps 149 Danny Kaye,Elementary,New York City Geographic District #19,New York City,Public,781,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,9,2,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,5
2009-2010,331900010158,Ps 158 Warwick,Elementary,New York City Geographic District #19,New York City,Public,586,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,6,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2009-2010,331900010159,Ps 159 Isaac Pitkin,Elementary,New York City Geographic District #19,New York City,Public,920,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,65,0,6,0,0,0,4,0,4,0,0,0,0,0,3,0,0,24
2009-2010,331900010166,Jhs 166 George Gershwin,Junior High School,New York City Geographic District #19,New York City,Public,559,0,0,0,0,0,3,0,0,0,2,1,0,0,1,3,2,3,0,66,1,20,0,0,0,2,0,0,0,0,0,0,2,5,1,1,42
2009-2010,331900010171,Is 171 Abraham Lincoln,Middle School,New York City Geographic District #19,New York City,Public,839,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,7,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,3
2009-2010,331900010174,Ps 174 Dumont,Elementary,New York City Geographic District #19,New York City,Public,459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,15,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1
2009-2010,331900010190,Ps 190 Sheffield,Elementary,New York City Geographic District #19,New York City,Public,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
2009-2010,331900010202,Ps 202 Ernest S Jenkyns,Elementary,New York City Geographic District #19,New York City,Public,976,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1
2009-2010,331900010213,Ps 213 New Lots,Elementary,New York City Geographic District #19,New York City,Public,455,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2009-2010,331900010214,Ps 214 Michael Friedsam,Elementary,New York City Geographic District #19,New York City,Public,1118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,17,2,6,0,0,0,1,0,4,0,0,0,0,0,5,0,0,7
2009-2010,331900010218,Jhs 218 James P Sinnott,Middle School,New York City Geographic District #19,New York City,Public,638,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,4,2,18,0,5,0,0,0,1,0,1,0,2,0,0,1,12,5,0,2
2009-2010,331900010224,Ps 224 Hale A Woodruff,Elementary,New York City Geographic District #19,New York City,Public,856,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,3,0,16,4,2,0,0,0,2,0,0,0,3,0,0,0,2,0,0,1
2009-2010,331900010260,Ps 260 Breuckelen,Elementary,New York City Geographic District #19,New York City,Public,362,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,20,0,5,0,0,0,2,0,2,0,0,0,0,0,2,1,0,11
2009-2010,331900010273,Ps 273 Wortman,Elementary,New York City Geographic District #19,New York City,Public,458,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2009-2010,331900010290,Ps 290 Juan Morel Campos,Elementary,New York City Geographic District #19,New York City,Public,592,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,6,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,9
2009-2010,331900010292,Jhs 292 Margaret S Douglas,Middle School,New York City Geographic District #19,New York City,Public,668,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,1,1,1,13,0,10,0,0,0,0,0,1,1,0,0,0,0,3,3,1,6
2009-2010,331900010302,Jhs 302 Rafael Cordero,Middle School,New York City Geographic District #19,New York City,Public,1017,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,2,0,12,1,6,0,0,0,3,0,0,0,0,0,0,1,3,0,0,7
2009-2010,331900010306,Ps 306 Ethan Allen,Elementary,New York City Geographic District #19,New York City,Public,706,0,0,0,0,0,2,0,0,0,1,0,0,0,2,5,0,0,0,18,0,8,0,0,0,0,0,0,0,1,0,0,0,5,2,0,10
2009-2010,331900010311,Essence School,Middle School,New York City Geographic District #19,New York City,Public,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
2009-2010,331900010328,Ps 328 Phyllis Wheatley,Elementary,New York City Geographic District #19,New York City,Public,568,0,0,0,0,0,1,0,0,0,1,0,0,0,2,11,1,3,7,38,3,10,0,0,0,2,0,0,0,0,0,0,0,1,0,0,13
2009-2010,331900010345,Ps 345 Patrolman Robert Bolden,Elementary,New York City Geographic District #19,New York City,Public,730,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2009-2010,331900010346,Ps 346 Abe Stark,Elementary,New York City Geographic District #19,New York City,Public,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4
2009-2010,331900010364,Is 364 Gateway,Middle School,New York City Geographic District #19,New York City,Public,399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,24,1,9,0,0,0,1,0,2,0,0,0,0,0,7,0,0,12
2009-2010,331900010452,Frederick Doughlass Academy Viii Middle School,Middle School,New York City Geographic District #19,New York City,Public,212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,9,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5
2009-2010,331900010677,East New York Elementary School Of Excellence,Elementary,New York City Geographic District #19,New York City,Public,316,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2009-2010,331900010678,East New York Middle School Of Excellence,Junior High School,New York City Geographic District #19,New York City,Public,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2009-2010,331900011409,East New York Family Academy,Junior Senior School,New York City Geographic District #19,New York City,Public,448,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
2009-2010,331900011420,Franklin K Lane High School,Senior High,New York City Geographic District #19,New York City,Public,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,2,0,1,0,0,0,0,4,2,3,2,3
2009-2010,331900011502,Fdny High School For Fire And Life Safety,Senior High,New York City Geographic District #19,New York City,Public,420,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,2,0,34,1,11,0,0,0,6,0,1,0,0,0,0,6,3,1,1,55
2009-2010,331900011504,High School For Civil Rights,Senior High,New York City Geographic District #19,New York City,Public,447,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,1,0,9,0,8,0,0,0,3,0,0,0,0,0,0,2,0,3,2,8
2009-2010,331900011507,Performing Arts And Technology High School,Senior High,New York City Geographic District #19,New York City,Public,442,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,1,30,0,3,0,0,0,0,0,2,0,0,0,0,7,1,3,1,89
2009-2010,331900011510,World Academy For Total Community Health,Senior High,New York City Geographic District #19,New York City,Public,400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,22,0,12,0,0,0,2,0,1,0,0,0,0,6,0,0,2,33
2009-2010,331900011583,Multicultural High School,Senior High,New York City Geographic District #19,New York City,Public,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2009-2010,331900011615,Transit Tech Career And Technical Education High School,Senior High,New York City Geographic District #19,New York City,Public,1548,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,45,3,9,0,0,0,1,0,1,0,0,0,0,11,2,4,2,9
2009-2010,331900011618,Academy Of Innovative Technology,Senior High,New York City Geographic District #19,New York City,Public,207,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11,0,6,0,0,0,1,0,1,0,0,0,0,0,1,0,2,9
2009-2010,331900011639,Brooklyn Lab School,Senior High,New York City Geographic District #19,New York City,Public,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,2,32
2009-2010,331900011659,Cypress Hills Collegiate Preparatory School,Senior High,New York City Geographic District #19,New York City,Public,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,15
2009-2010,331900011660,W H Maxwell Career And Technical Education High School,Senior High,New York City Geographic District #19,New York City,Public,965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,22,0,4,0,0,0,2,0,2,0,0,0,0,10,1,1,1,4
2009-2010,331900011683,"The School For Classics:  An Academy Of Thinkers, Writers And Performe",Senior High,New York City Geographic District #19,New York City,Public,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7
2009-2010,332000010030,Is 30 Mary White Ovington,Middle School,New York City Geographic District #20,New York City,Public,346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,43,0,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,27
2009-2010,332000010048,Ps 48 Mapleton,Elementary,New York City Geographic District #20,New York City,Public,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
2009-2010,332000010062,Jhs 62 Ditmas,Middle School,New York City Geographic District #20,New York City,Public,1207,0,0,0,0,0,11,0,1,0,0,0,0,0,0,4,0,3,6,41,0,30,0,0,0,3,0,4,0,1,0,0,0,5,2,2,36
2009-2010,332000010069,Ps 69 Vincent D Grippo School,Elementary,New York City Geographic District #20,New York City,Public,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,332000010102,Ps 102 The Bayview,Elementary,New York City Geographic District #20,New York City,Public,1187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000010104,Ps/Is 104 The Fort Hamilton School,Elementary,New York City Geographic District #20,New York City,Public,1296,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2009-2010,332000010105,Ps 105 The Blythebourne,Elementary,New York City Geographic District #20,New York City,Public,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,332000010112,Ps 112 Lefferts Park,Elementary,New York City Geographic District #20,New York City,Public,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009-2010,332000010127,Ps 127 Mckinley Park,Elementary,New York City Geographic District #20,New York City,Public,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000010160,Ps 160 William T Sampson,Elementary,New York City Geographic District #20,New York City,Public,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,332000010163,Ps 163 Bath Beach,Elementary,New York City Geographic District #20,New York City,Public,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,332000010164,Ps 164 Caesar Rodney,Elementary,New York City Geographic District #20,New York City,Public,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000010176,Ps 176 Ovington,Elementary,New York City Geographic District #20,New York City,Public,1138,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000010179,Ps 179 Kensington,Elementary,New York City Geographic District #20,New York City,Public,891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,1,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000010180,The Seeall Academy,Elementary,New York City Geographic District #20,New York City,Public,1221,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0,1,3,26,0,12,0,0,1,0,0,2,0,0,0,0,0,1,1,1,9
2009-2010,332000010185,Ps 185 Walter Kassenbrock,Elementary,New York City Geographic District #20,New York City,Public,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000010186,Ps 186 Dr Irving A Gladstone,Elementary,New York City Geographic District #20,New York City,Public,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2009-2010,332000010187,Is 187 The Christa Mcauliffe School,Middle School,New York City Geographic District #20,New York City,Public,1001,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,3,20,1,6,0,0,0,4,0,5,0,0,0,0,0,1,1,0,7
2009-2010,332000010192,Ps 192 Magnet School For Math And Science Inquiry,Elementary,New York City Geographic District #20,New York City,Public,599,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
2009-2010,332000010200,Ps 200 Benson School,Elementary,New York City Geographic District #20,New York City,Public,1314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000010201,Jhs 201 The Dyker Heights,Middle School,New York City Geographic District #20,New York City,Public,1530,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,2,21,0,10,0,0,0,0,0,4,0,0,0,0,0,6,0,0,12
2009-2010,332000010204,Ps 204 Vince Lombardi,Elementary,New York City Geographic District #20,New York City,Public,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2009-2010,332000010205,Ps 205 Clarion,Elementary,New York City Geographic District #20,New York City,Public,890,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2009-2010,332000010220,Jhs 220 John J Pershing,Middle School,New York City Geographic District #20,New York City,Public,1291,0,0,0,0,0,7,0,0,0,1,0,0,0,1,5,1,3,0,68,0,13,0,0,0,7,0,7,1,0,0,0,0,8,1,1,14
2009-2010,332000010223,Jhs 223 The Montauk,Middle School,New York City Geographic District #20,New York City,Public,596,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,19,0,4,0,0,0,2,0,0,0,1,0,0,0,4,2,0,10
2009-2010,332000010227,Jhs 227 Edward B Shallow,Middle School,New York City Geographic District #20,New York City,Public,1367,0,0,0,0,0,3,0,0,0,0,1,0,0,0,5,1,1,0,64,1,21,0,0,0,11,0,6,0,0,0,0,0,9,0,1,60
2009-2010,332000010229,Ps 229 Dyker,Elementary,New York City Geographic District #20,New York City,Public,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,332000010247,Ps 247,Elementary,New York City Geographic District #20,New York City,Public,699,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000010259,Jhs 259 William Mckinley,Middle School,New York City Geographic District #20,New York City,Public,1413,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,2,1,42,1,13,0,0,0,7,0,3,0,0,0,0,0,9,1,0,46
2009-2010,332000010503,Ps 503 The School Of Discovery,Elementary,New York City Geographic District #20,New York City,Public,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2009-2010,332000010506,Ps 506 The School Of Journalism And Technology,Elementary,New York City Geographic District #20,New York City,Public,774,0,0,0,0,0,3,0,0,0,0,0,0,0,1,6,0,1,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
2009-2010,332000010682,The Academy Of Talented Scholars,Elementary,New York City Geographic District #20,New York City,Public,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000010686,Brooklyn School Of Inquiry,Elementary,New York City Geographic District #20,New York City,Public,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332000011445,New Utrecht High School,Senior High,New York City Geographic District #20,New York City,Public,2937,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,29,0,6,0,0,0,5,0,2,0,0,0,0,0,5,2,0,17
2009-2010,332000011485,High School Of Telecommunications Arts And Technology,Senior High,New York City Geographic District #20,New York City,Public,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,3,0,2,0,0,0,0,0,3,2,0,9
2009-2010,332000011490,Fort Hamilton High School,Senior High,New York City Geographic District #20,New York City,Public,4275,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,46,2,18,0,0,0,6,0,4,0,1,0,0,0,19,2,0,17
2009-2010,332000011505,Franklin Delano Roosevelt High School,Senior High,New York City Geographic District #20,New York City,Public,3499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,10,0,0,0,1,0,0,0,0,0,0,1,7,0,1,16
2009-2010,332000011609,Urban Assembly School For Criminal Justice,Junior High School,New York City Geographic District #20,New York City,Public,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12,0,10,0,0,0,2,0,2,0,0,0,0,0,0,0,0,25
2009-2010,332100010090,Ps 90 Edna Cohen School,Elementary,New York City Geographic District #21,New York City,Public,506,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,332100010095,Ps 95 The Gravesend,Elementary,New York City Geographic District #21,New York City,Public,1017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,6,0,4,0,0,0,0,0,1,0,0,0,0,0,4,1,0,2
2009-2010,332100010096,Is 96 Seth Low,Middle School,New York City Geographic District #21,New York City,Public,1003,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,3,2,47,2,11,0,0,0,4,0,4,0,0,0,0,0,6,1,0,26
2009-2010,332100010097,Ps 97 The Highlawn,Elementary,New York City Geographic District #21,New York City,Public,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2009-2010,332100010098,Is 98 Bay Academy,Middle School,New York City Geographic District #21,New York City,Public,1104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2009-2010,332100010099,Ps 99 Isaac Asimov,Elementary,New York City Geographic District #21,New York City,Public,698,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,2,0,21,1,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,16
2009-2010,332100010100,Ps 100 The Coney Island School,Elementary,New York City Geographic District #21,New York City,Public,697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,332100010101,Ps 101 The Verrazano,Elementary,New York City Geographic District #21,New York City,Public,856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332100010121,Ps 121 Nelson A Rockefeller,Elementary,New York City Geographic District #21,New York City,Public,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332100010128,Ps 128 Bensonhurst,Elementary,New York City Geographic District #21,New York City,Public,381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
2009-2010,332100010153,Ps 153 Homecrest,Elementary,New York City Geographic District #21,New York City,Public,533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,2,17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2009-2010,332100010177,Ps 177 The Marlboro,Elementary,New York City Geographic District #21,New York City,Public,898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,332100010188,Ps 188 Michael E Berdy,Elementary,New York City Geographic District #21,New York City,Public,553,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,27,0,3,0,0,0,2,0,0,0,0,0,0,0,4,2,0,10
2009-2010,332100010199,Ps 199 Frederick Wachtel,Elementary,New York City Geographic District #21,New York City,Public,527,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332100010209,Ps 209 Margaret Mead,Elementary,New York City Geographic District #21,New York City,Public,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332100010212,Ps 212 Lady Deborah Moody,Elementary,New York City Geographic District #21,New York City,Public,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,11,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2009-2010,332100010215,Ps 215 Morris H Weiss,Elementary,New York City Geographic District #21,New York City,Public,738,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
2009-2010,332100010216,Ps 216 Arturo Toscanini,Elementary,New York City Geographic District #21,New York City,Public,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,332100010225,Ps 225 The Eileen E Zaglin,Elementary,New York City Geographic District #21,New York City,Public,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2009-2010,332100010226,Ps 226 Alfred De B Mason,Elementary,New York City Geographic District #21,New York City,Public,795,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
